date,open,high,low,close,volume
2010-03-25,174.85,175.23,173.82,173.93,368000
2010-03-26,173.93,175.35,173.31,174.22,308000
2010-03-29,174.31,174.73,172.87,173.23,293800
2010-03-30,172.84,174.89,172.73,173.58,343700
2010-03-31,173.11,173.84,172.43,173.09,297500
2010-04-01,173.82,175.33,173.82,174.88,288100
2010-04-05,174.59,174.99,172.9,173.53,403200
2010-04-06,173.51,174.14,172.59,173.97,281500
2010-04-07,173.7,176.63,172.62,176.0,389200
2010-04-08,175.44,176.09,174.17,175.05,347300
2010-04-09,175.33,175.6,174.2,175.29,232600
2010-04-12,175.36,176.1,174.83,175.42,219800
2010-04-13,175.24,176.06,174.68,175.44,225400
2010-04-14,176.44,180.2,175.62,179.8,395000
2010-04-15,179.64,181.25,179.02,181.05,349000
2010-04-16,181.01,181.5,179.54,180.11,506600
2010-04-19,180.15,180.73,177.67,180.0,330900
2010-04-20,180.17,180.99,179.2,179.76,236300
2010-04-21,179.99,181.32,179.08,181.0,249200
2010-04-22,180.05,183.27,180.05,182.24,454000
2010-04-23,182.05,184.07,181.67,184.05,229400
2010-04-26,184.98,185.47,183.54,185.13,226700
2010-04-27,185.19,185.99,181.82,182.03,326700
2010-04-28,182.17,183.65,179.1,180.26,353100
2010-04-29,181.1,187.16,181.1,185.64,398700
2010-04-30,186.49,187.94,183.61,185.01,443100
2010-05-03,184.47,186.33,183.86,186.33,373100
2010-05-04,185.1,185.1,181.58,183.83,307700
2010-05-05,183.0,185.15,182.7,183.03,468000
2010-05-06,182.69,183.1,171.65,178.13,675500
2010-05-07,178.81,180.01,172.19,176.08,569300
2010-05-10,179.71,183.29,179.14,183.15,554400
2010-05-11,182.23,184.45,182.11,183.86,518200
2010-05-12,184.45,185.4,182.45,185.22,320900
2010-05-13,185.39,185.39,180.6,180.95,316000
2010-05-14,180.9,182.23,178.9,180.31,535800
2010-05-17,180.9,184.1,178.49,183.72,605700
2010-05-18,183.77,185.46,180.5,180.8,369700
2010-05-19,180.0,184.19,179.5,182.04,444400
2010-05-20,182.43,184.0,179.57,179.66,925700
2010-05-21,177.66,183.97,177.66,183.47,651000
2010-05-24,181.77,186.24,180.02,184.25,516900
2010-05-25,188.41,195.59,185.19,194.57,2169500
2010-05-26,194.23,195.75,189.7,190.18,899000
2010-05-27,192.0,192.43,191.3,192.0,978000
2010-05-28,190.9,193.33,190.88,190.88,998100
2010-06-01,191.32,194.13,189.24,191.46,815800
2010-06-02,192.75,192.75,189.88,192.65,1057500
2010-06-03,192.14,192.99,191.34,192.93,672400
2010-06-04,191.43,192.22,188.19,188.89,698100
2010-06-07,190.1,190.96,185.85,186.09,629900
2010-06-08,186.0,188.95,185.51,188.89,707400
2010-06-09,189.85,191.66,187.95,188.59,627600
2010-06-10,185.91,188.81,183.7,187.72,1364900
2010-06-11,187.62,189.81,185.21,189.3,866200
2010-06-14,190.42,192.54,190.09,190.66,467700
2010-06-15,191.5,194.27,190.22,194.23,681200
2010-06-16,193.92,196.49,193.91,195.41,596700
2010-06-17,194.91,196.06,193.19,195.13,459200
2010-06-18,195.64,196.75,194.74,195.31,590500
2010-06-21,196.75,196.95,194.33,194.85,559200
2010-06-22,194.7,196.65,192.63,192.85,534400
2010-06-23,192.6,196.7,192.13,196.23,654000
2010-06-24,195.53,196.81,192.91,195.64,656100
2010-06-25,196.5,197.63,194.97,196.13,645000
2010-06-28,196.13,198.22,195.08,196.21,417900
2010-06-29,194.87,197.46,192.17,195.53,728900
2010-06-30,195.28,197.13,192.7,193.22,560300
2010-07-01,193.0,195.2,189.38,194.72,743400
2010-07-02,195.5,196.36,194.0,195.01,447600
2010-07-06,196.32,197.37,192.65,194.66,611200
2010-07-07,194.16,197.33,194.1,197.11,690900
2010-07-08,197.75,200.59,197.08,198.1,763100
2010-07-09,198.4,200.74,197.6,200.12,557000
2010-07-12,200.38,203.5,199.76,202.69,637700
2010-07-13,203.98,206.42,203.05,205.43,609300
2010-07-14,205.31,206.15,203.8,204.96,594700
2010-07-15,204.7,205.45,203.6,204.91,932600
2010-07-16,204.55,204.96,201.51,202.25,636900
2010-07-19,202.92,204.81,201.9,203.85,395000
2010-07-20,201.97,208.2,201.97,207.5,619100
2010-07-21,207.92,207.92,205.81,206.29,531300
2010-07-22,207.25,208.0,205.77,206.94,985700
2010-07-23,206.5,207.48,206.11,207.0,1125800
2010-07-26,207.9,212.27,207.79,212.06,693000
2010-07-27,213.0,213.0,209.62,209.96,633500
2010-07-28,210.47,211.47,209.59,210.37,864200
2010-07-29,211.4,211.73,207.1,208.77,802000
2010-07-30,207.9,212.38,207.68,211.57,525500
2010-08-02,213.51,213.65,211.1,211.85,604000
2010-08-03,209.47,209.47,205.39,206.83,770300
2010-08-04,207.0,208.04,204.91,205.76,677000
2010-08-05,204.71,206.43,204.0,205.85,498900
2010-08-06,205.25,207.6,204.25,207.39,460700
2010-08-09,208.1,208.79,207.0,207.27,672200
2010-08-10,206.82,207.75,205.89,206.83,686000
2010-08-11,205.28,206.32,204.01,204.56,390700
2010-08-12,203.05,207.29,203.05,206.5,539200
2010-08-13,206.22,209.3,206.22,207.86,624100
2010-08-16,206.87,207.16,205.95,207.0,467200
2010-08-17,207.85,210.99,207.72,210.07,395500
2010-08-18,209.8,213.79,209.59,212.4,377800
2010-08-19,212.44,213.04,210.11,211.0,369600
2010-08-20,209.52,213.6,209.52,213.07,369700
2010-08-23,213.36,215.21,212.88,213.61,343200
2010-08-24,213.13,213.4,209.3,209.88,534200
2010-08-25,209.02,211.41,208.01,210.5,440800
2010-08-26,211.48,214.11,211.08,211.46,402000
2010-08-27,211.66,215.15,211.66,214.65,375900
2010-08-30,213.45,213.6,210.9,211.03,386900
2010-08-31,210.59,213.21,209.53,209.78,479200
2010-09-01,212.0,214.93,210.25,214.09,501800
2010-09-02,214.25,217.15,213.64,216.94,457600
2010-09-03,218.0,219.23,216.51,218.45,264800
2010-09-07,217.94,219.5,217.65,218.55,323500
2010-09-08,218.54,221.54,218.21,220.24,414500
2010-09-09,221.18,221.57,215.88,217.26,440200
2010-09-10,217.4,218.97,217.27,217.9,275200
2010-09-13,214.99,217.28,213.52,216.75,494400
2010-09-14,216.86,219.41,215.71,218.27,349000
2010-09-15,217.99,219.31,217.38,219.3,269700
2010-09-16,218.82,219.39,217.89,218.89,388000
2010-09-17,219.95,220.92,218.28,220.88,682800
2010-09-20,222.0,222.87,219.51,220.14,784000
2010-09-21,221.9,221.9,214.0,217.02,1168500
2010-09-22,216.43,223.25,216.43,222.1,820400
2010-09-23,221.08,225.0,220.98,222.64,488400
2010-09-24,224.19,226.06,224.0,225.73,458700
2010-09-27,225.59,226.75,224.0,225.74,422900
2010-09-28,226.31,228.75,224.74,228.2,524800
2010-09-29,228.15,231.23,228.01,230.56,734600
2010-09-30,231.5,231.73,226.8,228.91,679900
2010-10-01,229.95,230.0,227.81,228.83,614500
2010-10-04,229.75,232.13,228.76,230.63,615600
2010-10-05,232.24,233.99,231.51,233.33,755200
2010-10-06,233.1,233.99,232.1,233.0,480800
2010-10-07,233.98,233.99,232.34,233.0,481200
2010-10-08,233.5,233.78,231.92,232.81,626900
2010-10-11,234.0,234.5,232.07,232.83,455600
2010-10-12,233.05,233.91,231.53,232.95,503900
2010-10-13,233.7,233.7,231.38,232.55,733700
2010-10-14,232.7,233.37,231.14,233.0,623900
2010-10-15,233.5,233.75,232.04,232.96,621100
2010-10-18,232.71,233.1,231.06,232.8,446900
2010-10-19,231.4,233.0,227.7,229.47,719500
2010-10-20,229.92,233.0,229.84,231.9,444200
2010-10-21,232.58,234.47,229.99,231.37,427500
2010-10-22,231.65,234.98,230.72,234.72,330600
2010-10-25,234.9,236.75,234.76,235.12,378300
2010-10-26,234.47,237.0,234.47,236.5,440500
2010-10-27,234.76,236.06,232.94,235.85,339000
2010-10-28,236.93,237.93,234.8,236.8,425200
2010-10-29,235.88,237.69,235.35,237.63,233700
2010-11-01,237.69,238.0,234.34,235.64,326200
2010-11-02,237.0,238.86,236.25,237.99,271200
2010-11-03,237.84,238.7,236.0,238.0,533800
2010-11-04,239.15,239.48,237.94,239.24,618700
2010-11-05,239.17,240.5,239.17,239.87,439900
2010-11-08,238.85,243.62,238.59,242.85,400400
2010-11-09,243.05,243.66,242.05,243.0,328600
2010-11-10,243.22,249.53,242.87,248.95,729800
2010-11-11,248.96,252.48,248.55,252.09,617400
2010-11-12,251.21,252.4,249.35,250.68,340600
2010-11-15,251.55,253.47,250.88,251.39,389800
2010-11-16,250.79,252.88,248.6,249.0,338400
2010-11-17,249.14,250.7,248.17,249.23,329600
2010-11-18,251.71,253.5,251.14,251.17,369700
2010-11-19,250.95,251.85,250.34,251.2,375700
2010-11-22,250.77,256.0,250.77,255.65,426900
2010-11-23,254.31,255.13,250.92,254.91,248200
2010-11-24,255.31,259.14,255.31,259.14,281100
2010-11-26,258.06,259.75,257.18,259.48,162600
2010-11-29,259.22,259.52,255.23,257.8,353500
2010-11-30,256.87,260.25,256.72,259.41,429500
2010-12-01,261.89,262.0,259.73,260.56,362300
2010-12-02,260.96,263.49,259.91,263.2,271100
2010-12-03,263.2,265.49,262.4,265.2,360500
2010-12-06,265.99,266.25,261.77,261.91,750600
2010-12-07,270.31,271.27,255.94,260.15,1553900
2010-12-08,260.49,263.26,259.4,262.57,521200
2010-12-09,262.61,264.61,260.72,263.9,301000
2010-12-10,263.57,264.95,262.42,264.74,239500
2010-12-13,264.91,266.29,264.48,264.5,336200
2010-12-14,264.89,264.89,261.78,262.66,283100
2010-12-15,262.04,264.82,262.04,262.55,260600
2010-12-16,264.01,269.72,262.94,269.11,452400
2010-12-17,269.11,271.0,269.11,269.99,537400
2010-12-20,271.68,272.87,269.2,272.77,365400
2010-12-21,273.04,273.4,271.42,272.19,355600
2010-12-22,273.0,273.0,271.09,272.06,194600
2010-12-23,272.1,272.69,270.98,271.9,144200
2010-12-27,271.55,271.62,270.0,270.92,106000
2010-12-28,270.98,272.56,270.52,272.47,285000
2010-12-29,272.49,274.5,272.01,273.64,245900
2010-12-30,273.75,276.0,273.62,275.5,153400
2010-12-31,274.96,275.04,272.25,272.59,159100
2011-01-03,273.49,273.99,266.61,268.4,618100
2011-01-04,269.15,269.15,257.07,258.36,1115900
2011-01-05,256.91,258.89,254.84,255.2,825000
2011-01-06,254.04,254.94,246.62,249.55,1103100
2011-01-07,250.76,253.17,249.41,250.67,817700
2011-01-10,249.78,254.18,249.75,252.74,618200
2011-01-11,253.49,254.72,250.01,251.52,417100
2011-01-12,252.05,252.76,249.62,251.16,633100
2011-01-13,251.27,252.83,250.14,251.93,477500
2011-01-14,251.26,253.22,249.77,252.62,426700
2011-01-18,251.84,253.33,250.22,250.59,478800
2011-01-19,250.85,252.0,249.07,249.99,666400
2011-01-20,249.52,252.81,249.0,252.56,648100
2011-01-21,253.97,254.96,251.77,252.13,770300
2011-01-24,252.5,253.01,249.92,251.49,469100
2011-01-25,249.5,251.59,247.35,248.7,487100
2011-01-26,249.2,251.83,246.26,250.07,523000
2011-01-27,250.41,257.99,250.24,256.1,579500
2011-01-28,256.8,257.4,250.62,251.06,390100
2011-01-31,251.39,255.38,251.07,253.53,360400
2011-02-01,254.57,255.21,251.8,255.0,340100
2011-02-02,254.79,254.95,251.06,251.76,270400
2011-02-03,251.36,255.7,251.36,255.01,421200
2011-02-04,254.71,260.18,254.33,258.7,328700
2011-02-07,259.0,261.59,257.35,258.03,271400
2011-02-08,258.03,259.99,257.78,259.83,218600
2011-02-09,259.5,263.62,259.1,261.76,285000
2011-02-10,260.83,261.5,256.15,259.64,361100
2011-02-11,259.14,261.72,258.64,260.88,200800
2011-02-14,261.16,261.76,259.7,260.82,227300
2011-02-15,260.52,260.98,259.33,260.81,287100
2011-02-16,262.0,265.54,261.58,262.78,213500
2011-02-17,262.22,262.22,254.71,255.57,418400
2011-02-18,256.48,259.04,253.71,255.64,338500
2011-02-22,253.13,254.58,249.1,252.59,383600
2011-02-23,252.53,254.58,247.36,250.64,398600
2011-02-24,252.09,254.2,249.05,253.25,289300
2011-02-25,254.91,255.75,252.54,255.39,277400
2011-02-28,255.51,260.0,255.45,257.95,524800
2011-03-01,265.54,267.98,260.21,263.52,1016900
2011-03-02,263.74,264.54,260.68,262.84,564700
2011-03-03,264.46,266.95,263.01,266.53,483400
2011-03-04,266.53,268.75,263.29,265.42,261800
2011-03-07,265.75,267.46,262.95,263.25,357600
2011-03-08,263.66,269.8,262.98,267.96,403800
2011-03-09,268.02,269.63,266.85,268.21,272900
2011-03-10,266.76,268.8,265.0,266.71,290900
2011-03-11,266.6,267.37,263.12,265.93,270500
2011-03-14,263.89,265.31,261.89,264.81,236400
2011-03-15,259.5,264.47,256.86,263.14,345300
2011-03-16,261.24,265.71,260.62,261.31,395800
2011-03-17,264.17,264.92,261.57,261.95,225100
2011-03-18,263.63,264.71,260.07,262.98,500000
2011-03-21,264.33,266.18,262.38,264.09,423400
2011-03-22,264.45,265.79,261.75,264.72,376400
2011-03-23,264.85,271.0,262.8,270.06,458300
2011-03-24,271.0,273.26,269.44,272.11,399200
2011-03-25,272.75,277.5,270.71,275.49,435200
2011-03-28,276.16,276.16,270.82,270.93,307900
2011-03-29,271.12,273.47,268.8,273.44,314300
2011-03-30,274.25,276.04,273.0,273.94,271900
2011-03-31,273.19,273.87,270.8,273.56,359800
2011-04-01,274.22,276.05,273.27,274.67,261400
2011-04-04,275.0,275.76,272.54,274.28,213100
2011-04-05,273.64,279.94,273.09,276.64,327300
2011-04-06,276.85,279.35,276.51,276.59,219800
2011-04-07,276.56,277.83,272.98,275.84,256600
2011-04-08,277.6,277.6,274.51,276.26,238800
2011-04-11,272.61,273.99,269.68,272.93,384600
2011-04-12,272.15,279.0,270.0,277.77,661500
2011-04-13,276.22,279.99,276.22,279.76,419700
2011-04-14,278.75,280.74,277.27,278.85,455400
2011-04-15,279.76,281.96,278.72,280.08,370300
2011-04-18,280.28,280.28,274.77,279.32,244200
2011-04-19,279.08,279.09,276.07,278.28,250500
2011-04-20,280.58,284.6,280.45,283.96,376900
2011-04-21,284.0,284.97,282.69,284.85,310300
2011-04-25,284.71,284.94,281.16,282.5,145500
2011-04-26,283.06,283.83,281.72,282.07,306300
2011-04-27,283.73,283.92,281.0,281.5,619900
2011-04-28,280.02,284.42,279.68,282.48,298600
2011-04-29,282.27,283.26,281.09,282.38,251000
2011-05-02,283.2,284.57,280.5,281.18,206000
2011-05-03,284.8,285.0,282.39,283.44,414000
2011-05-04,283.7,284.49,282.18,283.35,280000
2011-05-05,282.0,287.0,281.04,285.28,294100
2011-05-06,286.82,286.99,281.13,281.56,269000
2011-05-09,281.17,285.83,281.17,284.64,253000
2011-05-10,285.04,287.0,285.04,286.41,248400
2011-05-11,288.42,288.42,279.35,286.38,454000
2011-05-12,286.18,288.5,284.02,287.89,360000
2011-05-13,287.89,288.5,284.26,286.3,239400
2011-05-16,286.24,287.52,283.35,283.65,238100
2011-05-17,282.88,283.09,279.26,281.48,239000
2011-05-18,281.97,283.67,280.42,282.5,259600
2011-05-19,277.01,279.0,274.33,277.15,770000
2011-05-20,276.69,278.21,274.56,276.6,462100
2011-05-23,276.29,277.61,273.18,276.78,473300
2011-05-24,288.07,295.17,286.8,293.3,1154000
2011-05-25,294.44,298.0,293.0,297.98,607200
2011-05-26,297.98,298.47,296.0,296.61,540000
2011-05-27,295.27,297.81,294.84,296.71,293900
2011-05-31,298.86,299.6,293.12,294.0,486200
2011-06-01,294.0,295.18,293.03,293.11,378800
2011-06-02,294.12,294.12,289.0,289.65,287000
2011-06-03,287.3,290.5,284.83,285.48,325900
2011-06-06,286.63,287.22,283.94,285.64,316800
2011-06-07,285.0,289.39,284.12,284.5,338700
2011-06-08,284.81,289.49,283.25,288.53,485300
2011-06-09,288.37,292.54,286.98,291.94,305100
2011-06-10,290.7,292.23,288.71,290.2,395700
2011-06-13,291.3,291.3,288.24,288.88,313500
2011-06-14,290.23,290.59,289.16,289.87,345300
2011-06-15,289.07,290.52,288.45,289.55,366600
2011-06-16,288.82,290.15,285.21,289.78,447100
2011-06-17,291.0,293.05,290.36,291.71,804500
2011-06-20,291.31,293.15,290.03,292.24,496000
2011-06-21,292.4,292.91,291.43,292.43,444600
2011-06-22,292.17,294.08,292.17,292.87,387300
2011-06-23,290.72,294.27,290.72,292.61,476500
2011-06-24,292.55,293.7,290.33,291.6,336900
2011-06-27,290.99,293.97,290.0,292.84,267300
2011-06-28,293.5,293.52,292.58,292.9,437000
2011-06-29,293.42,293.54,290.62,291.32,342700
2011-06-30,292.55,296.2,291.87,294.85,381100
2011-07-01,295.38,298.19,294.86,297.62,255800
2011-07-05,296.14,298.53,294.51,297.14,289700
2011-07-06,295.29,298.8,294.76,297.75,333300
2011-07-07,299.0,299.45,298.0,298.38,330800
2011-07-08,295.81,298.56,295.15,298.28,305700
2011-07-11,295.94,297.64,293.84,295.5,277500
2011-07-12,293.21,299.6,293.1,297.59,392400
2011-07-13,298.48,300.4,296.02,296.94,312900
2011-07-14,298.37,302.0,295.26,297.88,416500
2011-07-15,298.66,298.66,294.08,297.28,292100
2011-07-18,297.08,297.08,294.47,295.36,177100
2011-07-19,296.71,299.21,296.16,298.33,268300
2011-07-20,298.33,298.62,294.78,295.59,180800
2011-07-21,296.36,297.22,294.77,295.52,293600
2011-07-22,296.44,296.61,295.12,295.85,172500
2011-07-25,294.27,296.37,293.22,294.94,228400
2011-07-26,294.82,296.3,293.6,295.16,150700
2011-07-27,293.25,293.33,287.0,289.15,399300
2011-07-28,287.96,288.55,284.5,285.84,255900
2011-07-29,284.46,288.09,282.5,285.45,287500
2011-08-01,287.0,287.36,280.12,282.25,349100
2011-08-02,280.85,284.33,276.15,276.71,337600
2011-08-03,276.29,281.86,274.4,281.5,368500
2011-08-04,279.59,281.46,273.09,273.29,390700
2011-08-05,275.26,280.67,270.24,278.74,663200
2011-08-08,275.1,278.62,266.25,268.51,663100
2011-08-09,269.54,280.44,269.17,280.1,686600
2011-08-10,277.86,281.9,274.4,274.82,716900
2011-08-11,278.0,284.04,278.0,281.89,737400
2011-08-12,286.35,288.94,283.05,287.61,625400
2011-08-15,289.21,289.21,282.75,287.4,294000
2011-08-16,285.55,289.66,284.11,288.27,252700
2011-08-17,289.66,290.48,284.98,288.48,205100
2011-08-18,284.34,289.19,279.93,289.16,621200
2011-08-19,285.95,294.0,285.95,291.42,572500
2011-08-22,297.69,297.69,290.59,295.7,550900
2011-08-23,296.99,300.0,294.18,299.31,399000
2011-08-24,297.54,304.34,297.5,304.1,533600
2011-08-25,302.95,306.0,297.43,298.43,300300
2011-08-26,297.96,302.76,295.31,301.3,245700
2011-08-29,304.53,307.69,303.0,307.14,294100
2011-08-30,307.63,310.0,305.23,308.53,431800
2011-08-31,310.24,310.87,304.84,307.0,321600
2011-09-01,304.31,312.75,304.31,312.05,427100
2011-09-02,308.45,312.17,307.87,310.85,373800
2011-09-06,306.0,314.0,304.95,313.83,485600
2011-09-07,314.5,317.86,314.25,316.67,343000
2011-09-08,315.96,318.3,315.0,316.1,357000
2011-09-09,315.15,318.79,312.12,314.49,333400
2011-09-12,312.97,316.44,311.14,316.18,414500
2011-09-13,316.49,320.49,312.38,319.48,475400
2011-09-14,320.5,326.47,317.66,324.38,449800
2011-09-15,325.78,327.0,324.0,325.77,337700
2011-09-16,327.7,332.93,326.69,331.25,1197800
2011-09-19,329.31,333.99,329.0,331.95,730700
2011-09-20,329.68,332.95,325.91,327.75,858200
2011-09-21,327.29,329.0,322.59,322.79,449200
2011-09-22,317.87,320.37,311.72,316.13,713200
2011-09-23,316.55,322.62,316.0,321.7,399800
2011-09-26,323.18,327.17,321.47,327.12,356000
2011-09-27,330.1,330.1,324.37,326.0,650200
2011-09-28,325.99,326.31,321.28,321.94,335700
2011-09-29,337.23,337.23,313.18,317.58,529500
2011-09-30,314.57,325.53,313.71,319.19,535700
2011-10-03,318.42,322.02,311.87,311.88,428700
2011-10-04,308.21,320.0,307.16,320.0,406100
2011-10-05,320.0,320.37,311.95,317.42,382500
2011-10-06,317.06,323.19,316.11,322.37,362100
2011-10-07,323.33,328.68,320.42,324.02,339900
2011-10-10,326.87,331.83,325.41,331.7,330300
2011-10-11,331.18,332.68,325.98,327.61,296900
2011-10-12,328.09,329.95,323.74,327.66,427500
2011-10-13,327.14,328.76,325.0,326.56,359900
2011-10-14,329.0,330.0,326.77,328.12,336400
2011-10-17,325.75,331.43,325.74,327.0,334400
2011-10-18,326.3,327.31,324.53,326.03,489900
2011-10-19,326.03,327.41,323.73,324.99,509500
2011-10-20,327.03,328.61,325.18,326.95,346600
2011-10-21,331.32,331.64,327.11,327.5,384600
2011-10-24,328.0,330.89,327.39,330.19,452900
2011-10-25,330.09,332.92,327.4,327.93,333600
2011-10-26,333.78,333.78,325.84,327.79,304200
2011-10-27,333.09,333.75,329.51,330.73,456200
2011-10-28,330.61,331.64,326.03,327.82,245800
2011-10-31,326.01,328.51,323.59,323.59,399800
2011-11-01,318.58,329.35,317.31,325.67,491200
2011-11-02,327.51,327.62,323.77,324.44,389100
2011-11-03,325.61,326.32,321.58,324.66,355600
2011-11-04,324.67,326.24,322.31,325.0,300600
2011-11-07,323.97,327.6,323.84,327.11,139800
2011-11-08,326.37,334.0,326.37,333.79,300900
2011-11-09,330.0,332.88,325.01,325.64,277400
2011-11-10,327.61,331.21,327.0,330.71,233500
2011-11-11,332.1,337.96,330.48,337.66,230200
2011-11-14,337.85,341.89,335.63,336.23,202400
2011-11-15,336.48,338.26,334.79,337.15,165700
2011-11-16,336.04,337.4,331.24,332.04,134800
2011-11-17,331.59,332.63,327.21,328.32,154900
2011-11-18,329.65,331.14,327.64,329.4,137800
2011-11-21,327.48,328.72,323.47,325.33,209400
2011-11-22,324.41,325.05,320.29,320.82,264600
2011-11-23,319.32,320.72,316.6,318.06,183900
2011-11-25,316.59,322.96,315.26,322.96,151600
2011-11-28,326.23,329.28,318.33,319.51,272000
2011-11-29,319.14,324.46,318.75,323.43,175600
2011-11-30,325.74,330.7,325.74,328.38,281900
2011-12-01,329.01,336.33,329.01,335.3,249000
2011-12-02,337.0,339.0,330.22,330.22,207700
2011-12-05,334.54,339.44,332.01,338.97,296400
2011-12-06,341.06,343.9,332.87,337.81,498500
2011-12-07,337.75,338.27,333.37,333.86,391600
2011-12-08,333.58,334.2,329.1,329.67,263400
2011-12-09,329.7,332.3,329.22,329.82,608200
2011-12-12,324.98,332.39,324.97,330.89,344600
2011-12-13,332.46,334.63,324.33,326.1,243200
2011-12-14,325.61,326.0,322.42,324.32,208900
2011-12-15,325.32,330.04,323.7,327.32,293900
2011-12-16,328.96,330.46,325.94,326.0,392000
2011-12-19,325.68,327.01,323.92,324.96,253800
2011-12-20,325.16,327.09,324.22,325.29,673400
2011-12-21,324.94,331.69,324.94,330.0,369500
2011-12-22,330.75,331.05,327.85,329.0,272900
2011-12-23,330.07,331.17,327.99,330.3,211700
2011-12-27,330.6,331.48,329.42,330.25,374600
2011-12-28,329.69,332.0,327.39,328.22,191300
2011-12-29,328.59,329.31,325.4,326.25,161000
2011-12-30,324.88,329.4,324.24,324.97,225900
2012-01-03,327.72,328.49,318.12,319.79,539700
2012-01-04,318.23,327.91,313.11,326.96,916200
2012-01-05,323.98,334.1,321.19,333.85,666500
2012-01-06,333.85,339.23,331.93,338.04,571800
2012-01-09,337.98,340.51,336.45,339.5,470200
2012-01-10,340.8,341.27,337.75,340.14,528400
2012-01-11,340.72,342.59,339.03,341.87,496500
2012-01-12,341.59,343.49,339.39,342.98,337400
2012-01-13,342.34,344.44,340.13,344.44,276200
2012-01-17,345.0,346.0,344.0,345.0,506000
2012-01-18,343.97,346.97,342.58,346.28,523400
2012-01-19,347.48,347.48,344.63,346.5,671600
2012-01-20,344.96,350.55,344.6,347.0,800900
2012-01-23,347.47,347.8,345.43,347.01,366400
2012-01-24,346.54,347.6,345.19,346.75,236600
2012-01-25,346.5,348.59,345.0,348.58,262800
2012-01-26,348.62,348.9,347.24,347.91,323100
2012-01-27,347.7,349.0,345.03,347.58,301900
2012-01-30,346.54,349.6,346.2,347.67,217600
2012-01-31,349.6,351.22,346.44,347.88,234800
2012-02-01,348.81,353.48,348.2,352.99,258200
2012-02-02,352.6,353.25,349.14,349.17,160000
2012-02-03,348.18,356.8,348.18,353.18,160500
2012-02-06,352.01,352.01,350.07,350.76,162000
2012-02-07,350.59,351.75,347.96,350.48,176500
2012-02-08,350.62,351.93,347.2,349.15,220500
2012-02-09,347.27,354.25,347.27,354.04,305600
2012-02-10,353.2,354.17,352.06,354.1,355700
2012-02-13,354.5,360.41,354.1,358.46,425200
2012-02-14,356.22,360.11,356.22,360.11,225100
2012-02-15,361.4,361.4,355.02,356.12,244600
2012-02-16,357.01,359.12,353.8,357.96,451600
2012-02-17,359.89,361.98,356.53,360.21,242500
2012-02-21,360.2,361.32,358.23,359.66,266700
2012-02-22,359.99,360.4,358.34,358.95,126900
2012-02-23,359.23,360.39,358.0,358.5,219800
2012-02-24,360.0,360.0,358.8,359.8,326600
2012-02-27,360.5,367.59,359.8,366.09,557700
2012-02-28,374.52,377.78,371.28,376.41,931800
2012-02-29,374.97,375.58,372.22,374.48,363400
2012-03-01,375.12,378.96,373.75,378.44,485600
2012-03-02,378.0,379.48,377.42,378.45,232500
2012-03-05,379.1,385.61,377.01,385.22,531400
2012-03-06,384.24,385.23,380.3,385.23,405400
2012-03-07,385.83,385.99,380.46,383.74,357600
2012-03-08,384.88,386.0,380.41,380.5,426700
2012-03-09,381.83,383.89,381.27,382.23,416500
2012-03-12,382.0,382.06,380.3,380.83,312600
2012-03-13,381.72,382.08,377.62,379.63,542000
2012-03-14,380.23,382.17,379.6,379.92,386700
2012-03-15,378.94,380.52,377.16,379.0,279300
2012-03-16,376.29,379.67,376.29,378.87,512900
2012-03-19,378.84,380.51,376.0,377.36,300200
2012-03-20,376.55,378.66,376.11,377.8,254800
2012-03-21,377.82,378.94,375.42,375.42,327700
2012-03-22,375.49,379.4,375.02,378.13,273700
2012-03-23,377.77,379.32,375.74,378.66,191400
2012-03-26,377.64,380.33,376.74,379.0,282800
2012-03-27,378.67,381.18,378.67,379.58,428500
2012-03-28,379.41,380.35,375.47,376.36,350900
2012-03-29,375.21,376.84,373.55,374.34,239600
2012-03-30,376.1,376.1,371.8,371.8,308400
2012-04-02,377.23,379.17,371.65,378.72,506900
2012-04-03,384.42,385.58,381.8,381.89,914600
2012-04-04,381.81,384.68,376.88,382.4,419500
2012-04-05,384.75,385.09,380.11,383.8,715200
2012-04-09,379.5,384.3,378.66,383.5,515400
2012-04-10,382.95,383.42,375.61,375.87,585300
2012-04-11,379.75,380.35,376.48,377.05,440000
2012-04-12,375.91,379.34,373.84,378.73,273600
2012-04-13,378.74,382.96,375.01,380.97,382100
2012-04-16,380.16,383.61,378.42,380.8,298100
2012-04-17,382.53,383.24,378.01,379.17,342300
2012-04-18,379.21,381.6,377.59,379.5,312300
2012-04-19,379.42,382.41,378.67,380.0,535500
2012-04-20,382.64,382.66,380.09,381.73,481400
2012-04-23,379.95,382.64,378.0,382.0,322600
2012-04-24,386.23,386.25,376.72,379.36,508000
2012-04-25,380.12,384.39,380.02,382.83,287800
2012-04-26,380.95,395.12,380.95,393.72,833500
2012-04-27,395.2,399.1,394.47,397.13,455400
2012-04-30,398.85,399.1,393.73,396.16,258000
2012-05-01,393.37,399.03,392.21,395.41,232800
2012-05-02,396.56,397.68,393.82,396.44,151000
2012-05-03,397.72,398.2,392.71,393.7,179400
2012-05-04,391.06,394.28,386.35,389.43,420100
2012-05-07,388.08,391.46,385.6,386.91,294000
2012-05-08,385.89,387.53,380.19,383.8,335300
2012-05-09,383.38,387.09,380.3,382.88,256000
